sample_id	gene_id	seq_loc	description
SAMPLE_004386	FRAG_004386	hg19:1:167235834-167240422:+	4589
SAMPLE_004387	FRAG_004387	hg38:1:1002545-1038988:-	36444
SAMPLE_004388	FRAG_004388	hg19:15:196621862-196672354:+	50493
SAMPLE_004389	FRAG_004389	hg38:4:99797607-99805123:+	7517
SAMPLE_004390	FRAG_004390	hg19:21:114592667-114618172:-	25506
SAMPLE_004391	FRAG_004391	hg38:3:113068320-113105516:+	37197
SAMPLE_004392	FRAG_004392	hg19:10:33232795-33237880:-	5086
SAMPLE_004393	FRAG_004393	hg38:5:123655580-123690514:+	34935
SAMPLE_004394	FRAG_004394	hg19:4:184026975-184110928:+	83954
SAMPLE_004395	FRAG_004395	hg38:16:4850449-4873830:+	23382
SAMPLE_004396	FRAG_004396	hg19:3:64029402-64124903:-	95502
SAMPLE_004397	FRAG_004397	hg38:19:150637952-150729535:-	91584
SAMPLE_004398	FRAG_004398	hg19:9:189677034-189680489:-	3456
SAMPLE_004399	FRAG_004399	hg38:3:186704056-186800425:+	96370
SAMPLE_004400	FRAG_004400	hg19:7:107713545-107722584:-	9040
SAMPLE_004401	FRAG_004401	hg38:1:134526087-134531456:-	5370
SAMPLE_004402	FRAG_004402	hg19:15:47982348-48036904:+	54557
SAMPLE_004403	FRAG_004403	hg38:19:177257413-177263683:+	6271
SAMPLE_004404	FRAG_004404	hg19:9:76582996-76676543:-	93548
SAMPLE_004405	FRAG_004405	hg38:7:7553281-7588813:-	35533
SAMPLE_004406	FRAG_004406	hg19:7:186133277-186164554:-	31278
SAMPLE_004407	FRAG_004407	hg38:1:12844204-12929923:-	85720
SAMPLE_004408	FRAG_004408	hg19:18:132138135-132230770:+	92636
SAMPLE_004409	FRAG_004409	hg38:X:13695529-13793352:-	97824
SAMPLE_004410	FRAG_004410	hg19:12:161537577-161549664:-	12088
SAMPLE_004411	FRAG_004411	hg38:15:147187465-147249892:+	62428
SAMPLE_004412	FRAG_004412	hg19:12:100662642-100749465:+	86824
SAMPLE_004413	FRAG_004413	hg38:11:172614595-172711457:-	96863
SAMPLE_004414	FRAG_004414	hg19:14:156749416-156772716:-	23301
SAMPLE_004415	FRAG_004415	hg38:12:94264441-94326214:-	61774
SAMPLE_004416	FRAG_004416	hg19:5:133744198-133832863:-	88666
SAMPLE_004417	FRAG_004417	hg38:12:24205053-24262137:-	57085
SAMPLE_004418	FRAG_004418	hg19:5:97279393-97323513:-	44121
SAMPLE_004419	FRAG_004419	hg38:15:145743563-145842851:+	99289
SAMPLE_004420	FRAG_004420	hg19:2:136923064-136968580:+	45517
SAMPLE_004421	FRAG_004421	hg38:20:146011797-146057076:+	45280
SAMPLE_004422	FRAG_004422	hg19:19:56247448-56266234:-	18787
SAMPLE_004423	FRAG_004423	hg38:3:31032547-31087962:+	55416
SAMPLE_004424	FRAG_004424	hg19:17:155475101-155489207:+	14107
SAMPLE_004425	FRAG_004425	hg38:9:179412119-179484766:+	72648
SAMPLE_004426	FRAG_004426	hg19:Y:184612721-184642944:-	30224
SAMPLE_004427	FRAG_004427	hg38:16:88372331-88388155:-	15825
SAMPLE_004428	FRAG_004428	hg19:18:141424231-141476498:-	52268
SAMPLE_004429	FRAG_004429	hg38:8:95256911-95333041:-	76131
SAMPLE_004430	FRAG_004430	hg19:X:29568680-29667688:+	99009
SAMPLE_004431	FRAG_004431	hg38:21:122776843-122861739:+	84897
SAMPLE_004432	FRAG_004432	hg19:X:51554753-51653991:+	99239
SAMPLE_004433	FRAG_004433	hg38:17:133930021-133944649:+	14629
SAMPLE_004434	FRAG_004434	hg19:3:83290481-83382066:+	91586
SAMPLE_004435	FRAG_004435	hg38:13:57168515-57208710:+	40196
SAMPLE_004436	FRAG_004436	hg19:7:5354023-5357602:+	3580
SAMPLE_004437	FRAG_004437	hg38:10:56589600-56605968:+	16369
SAMPLE_004438	FRAG_004438	hg19:22:18991040-19000889:-	9850
SAMPLE_004439	FRAG_004439	hg38:15:114257623-114273713:-	16091
SAMPLE_004440	FRAG_004440	hg19:22:3836946-3890267:-	53322
SAMPLE_004441	FRAG_004441	hg38:11:101640731-101692052:+	51322
SAMPLE_004442	FRAG_004442	hg19:10:167230742-167287408:-	56667
SAMPLE_004443	FRAG_004443	hg38:21:160272471-160353553:+	81083
SAMPLE_004444	FRAG_004444	hg19:22:9460558-9525457:-	64900
SAMPLE_004445	FRAG_004445	hg38:11:9332322-9378892:-	46571
SAMPLE_004446	FRAG_004446	hg19:X:104013520-104076094:+	62575
SAMPLE_004447	FRAG_004447	hg38:14:158605091-158695845:-	90755
SAMPLE_004448	FRAG_004448	hg19:22:8335838-8400602:-	64765
SAMPLE_004449	FRAG_004449	hg38:2:24307881-24372270:-	64390
SAMPLE_004450	FRAG_004450	hg19:9:25709172-25780939:+	71768
SAMPLE_004451	FRAG_004451	hg38:8:193094690-193190121:+	95432
SAMPLE_004452	FRAG_004452	hg19:15:91565479-91615765:+	50287
SAMPLE_004453	FRAG_004453	hg38:20:10218650-10280658:-	62009
SAMPLE_004454	FRAG_004454	hg19:10:189989320-190062252:-	72933
SAMPLE_004455	FRAG_004455	hg38:7:111221502-111302442:+	80941
SAMPLE_004456	FRAG_004456	hg19:1:35462859-35552988:+	90130
SAMPLE_004457	FRAG_004457	hg38:17:19548784-19607535:+	58752
SAMPLE_004458	FRAG_004458	hg19:15:188134691-188171200:-	36510
SAMPLE_004459	FRAG_004459	hg38:18:195436103-195522284:+	86182
SAMPLE_004460	FRAG_004460	hg19:9:32586415-32663677:-	77263
SAMPLE_004461	FRAG_004461	hg38:6:79756136-79815843:+	59708
SAMPLE_004462	FRAG_004462	hg19:2:162362014-162400561:-	38548
SAMPLE_004463	FRAG_004463	hg38:14:185363447-185378321:+	14875
SAMPLE_004464	FRAG_004464	hg19:3:130425132-130451730:-	26599
SAMPLE_004465	FRAG_004465	hg38:8:104966038-104967283:+	1246
SAMPLE_004466	FRAG_004466	hg19:13:82141765-82148014:+	6250
SAMPLE_004467	FRAG_004467	hg38:8:184350310-184395382:-	45073
SAMPLE_004468	FRAG_004468	hg19:8:120364230-120458291:+	94062
SAMPLE_004469	FRAG_004469	hg38:4:38367641-38389692:+	22052
SAMPLE_004470	FRAG_004470	hg19:Y:152067625-152147449:+	79825
SAMPLE_004471	FRAG_004471	hg38:15:99428742-99494271:-	65530
SAMPLE_004472	FRAG_004472	hg19:1:141975649-142069000:-	93352
SAMPLE_004473	FRAG_004473	hg38:21:29542234-29613968:-	71735
SAMPLE_004474	FRAG_004474	hg19:16:75867241-75872135:-	4895
SAMPLE_004475	FRAG_004475	hg38:18:114348277-114440794:+	92518
SAMPLE_004476	FRAG_004476	hg19:3:71538281-71550215:-	11935
SAMPLE_004477	FRAG_004477	hg38:16:137127260-137180361:+	53102
SAMPLE_004478	FRAG_004478	hg19:5:7471785-7488145:+	16361
SAMPLE_004479	FRAG_004479	hg38:3:51141251-51216516:+	75266
SAMPLE_004480	FRAG_004480	hg19:15:147543987-147630975:-	86989
SAMPLE_004481	FRAG_004481	hg38:18:129279867-129314838:+	34972
SAMPLE_004482	FRAG_004482	hg19:22:157261785-157286599:-	24815
SAMPLE_004483	FRAG_004483	hg38:4:11671856-11745711:+	73856
SAMPLE_004484	FRAG_004484	hg19:7:81622738-81642555:+	19818
SAMPLE_004485	FRAG_004485	hg38:Y:105880352-105972794:+	92443
SAMPLE_004486	FRAG_004486	hg19:12:137954703-137963065:+	8363
SAMPLE_004487	FRAG_004487	hg38:4:179754175-179823429:-	69255
SAMPLE_004488	FRAG_004488	hg19:19:3377665-3447700:-	70036
SAMPLE_004489	FRAG_004489	hg38:5:66411316-66453696:-	42381
SAMPLE_004490	FRAG_004490	hg19:7:179250900-179276127:-	25228
SAMPLE_004491	FRAG_004491	hg38:16:58478068-58541315:+	63248
SAMPLE_004492	FRAG_004492	hg19:6:149453543-149504879:+	51337
SAMPLE_004493	FRAG_004493	hg38:5:35079379-35167313:+	87935
SAMPLE_004494	FRAG_004494	hg19:3:138810625-138873735:+	63111
SAMPLE_004495	FRAG_004495	hg38:19:67321762-67343852:-	22091
SAMPLE_004496	FRAG_004496	hg19:21:61489794-61537704:-	47911
SAMPLE_004497	FRAG_004497	hg38:14:116929499-116937819:+	8321
SAMPLE_004498	FRAG_004498	hg19:11:8426331-8478554:+	52224
SAMPLE_004499	FRAG_004499	hg38:22:101309561-101405283:-	95723
SAMPLE_004500	FRAG_004500	hg19:15:61323098-61403083:+	79986
SAMPLE_004501	FRAG_004501	hg38:16:137780557-137861651:-	81095
SAMPLE_004502	FRAG_004502	hg19:21:171548979-171648493:+	99515
SAMPLE_004503	FRAG_004503	hg38:8:140924261-141003269:-	79009
SAMPLE_004504	FRAG_004504	hg19:16:117163169-117173505:+	10337
SAMPLE_004505	FRAG_004505	hg38:14:151776618-151785811:+	9194
SAMPLE_004506	FRAG_004506	hg19:X:173174534-173194112:+	19579
SAMPLE_004507	FRAG_004507	hg38:12:106566899-106603755:-	36857
SAMPLE_004508	FRAG_004508	hg19:15:92666046-92751763:-	85718
SAMPLE_004509	FRAG_004509	hg38:18:88801953-88881789:-	79837
SAMPLE_004510	FRAG_004510	hg19:16:131939462-132006996:-	67535
SAMPLE_004511	FRAG_004511	hg38:X:187629633-187707406:+	77774
SAMPLE_004512	FRAG_004512	hg19:16:25424322-25469002:-	44681
SAMPLE_004513	FRAG_004513	hg38:11:139780481-139850807:+	70327
SAMPLE_004514	FRAG_004514	hg19:9:72997508-73080467:-	82960
SAMPLE_004515	FRAG_004515	hg38:10:138846415-138924827:+	78413
SAMPLE_004516	FRAG_004516	hg19:11:65267418-65310405:+	42988
SAMPLE_004517	FRAG_004517	hg38:12:52498413-52539065:-	40653
SAMPLE_004518	FRAG_004518	hg19:17:111471725-111560841:-	89117
SAMPLE_004519	FRAG_004519	hg38:9:114775861-114854709:+	78849
SAMPLE_004520	FRAG_004520	hg19:20:185772762-185791516:-	18755
SAMPLE_004521	FRAG_004521	hg38:7:185141263-185231822:-	90560
SAMPLE_004522	FRAG_004522	hg19:X:149418821-149490462:-	71642
SAMPLE_004523	FRAG_004523	hg38:7:157162065-157223209:+	61145
SAMPLE_004524	FRAG_004524	hg19:4:195009723-195105195:-	95473
SAMPLE_004525	FRAG_004525	hg38:21:56226253-56259130:-	32878
SAMPLE_004526	FRAG_004526	hg19:6:134400526-134485891:-	85366
SAMPLE_004527	FRAG_004527	hg38:8:131014919-131066749:-	51831
SAMPLE_004528	FRAG_004528	hg19:19:145259526-145320197:-	60672
SAMPLE_004529	FRAG_004529	hg38:5:163667526-163701412:+	33887
SAMPLE_004530	FRAG_004530	hg19:9:102082597-102099405:-	16809
SAMPLE_004531	FRAG_004531	hg38:1:51714996-51724217:-	9222
SAMPLE_004532	FRAG_004532	hg19:16:148812423-148872528:-	60106
SAMPLE_004533	FRAG_004533	hg38:17:113875283-113950159:+	74877
SAMPLE_004534	FRAG_004534	hg19:9:115811803-115818985:-	7183
SAMPLE_004535	FRAG_004535	hg38:20:128874103-128888768:-	14666
SAMPLE_004536	FRAG_004536	hg19:13:33063213-33104756:+	41544
SAMPLE_004537	FRAG_004537	hg38:6:97995106-98011715:+	16610
SAMPLE_004538	FRAG_004538	hg19:2:75452190-75461900:+	9711
SAMPLE_004539	FRAG_004539	hg38:18:73051913-73122564:+	70652
SAMPLE_004540	FRAG_004540	hg19:4:185341142-185439030:-	97889
SAMPLE_004541	FRAG_004541	hg38:7:178247112-178252845:+	5734
SAMPLE_004542	FRAG_004542	hg19:1:91625390-91640494:-	15105
SAMPLE_004543	FRAG_004543	hg38:10:65607118-65663952:+	56835
SAMPLE_004544	FRAG_004544	hg19:8:163044094-163125636:-	81543
SAMPLE_004545	FRAG_004545	hg38:18:64448030-64494869:+	46840
SAMPLE_004546	FRAG_004546	hg19:1:157798520-157871594:-	73075
SAMPLE_004547	FRAG_004547	hg38:8:103883793-103906815:+	23023
SAMPLE_004548	FRAG_004548	hg19:18:5681667-5762945:+	81279
SAMPLE_004549	FRAG_004549	hg38:3:199764672-199840044:-	75373
SAMPLE_004550	FRAG_004550	hg19:16:26684887-26701712:+	16826
SAMPLE_004551	FRAG_004551	hg38:14:65967958-65997420:-	29463
SAMPLE_004552	FRAG_004552	hg19:20:47585123-47607333:+	22211
SAMPLE_004553	FRAG_004553	hg38:9:1850500-1865074:+	14575
SAMPLE_004554	FRAG_004554	hg19:22:117821307-117862240:-	40934
SAMPLE_004555	FRAG_004555	hg38:15:63325540-63354008:+	28469
SAMPLE_004556	FRAG_004556	hg19:3:192240133-192294179:-	54047
SAMPLE_004557	FRAG_004557	hg38:15:199417929-199438139:-	20211
SAMPLE_004558	FRAG_004558	hg19:20:103049130-103148023:+	98894
SAMPLE_004559	FRAG_004559	hg38:18:56063832-56099946:-	36115
SAMPLE_004560	FRAG_004560	hg19:14:92882433-92951605:-	69173
SAMPLE_004561	FRAG_004561	hg38:1:137246920-137312828:-	65909
SAMPLE_004562	FRAG_004562	hg19:15:56155320-56235321:-	80002
SAMPLE_004563	FRAG_004563	hg38:5:21765348-21858050:-	92703
SAMPLE_004564	FRAG_004564	hg19:6:56601280-56654732:+	53453
SAMPLE_004565	FRAG_004565	hg38:11:109743817-109790619:-	46803
SAMPLE_004566	FRAG_004566	hg19:8:79028499-79122705:+	94207
SAMPLE_004567	FRAG_004567	hg38:13:127087629-127166828:+	79200
SAMPLE_004568	FRAG_004568	hg19:22:66517819-66592152:+	74334
SAMPLE_004569	FRAG_004569	hg38:15:6873183-6967145:-	93963
SAMPLE_004570	FRAG_004570	hg19:19:97508069-97553811:-	45743
SAMPLE_004571	FRAG_004571	hg38:1:118116201-118181050:-	64850
SAMPLE_004572	FRAG_004572	hg19:14:118403561-118415785:-	12225
SAMPLE_004573	FRAG_004573	hg38:12:73241790-73272246:-	30457
SAMPLE_004574	FRAG_004574	hg19:9:43439162-43502382:+	63221
SAMPLE_004575	FRAG_004575	hg38:8:174143271-174220511:+	77241
SAMPLE_004576	FRAG_004576	hg19:2:98864009-98914504:+	50496
SAMPLE_004577	FRAG_004577	hg38:8:190811930-190824221:+	12292
SAMPLE_004578	FRAG_004578	hg19:3:187646607-187727774:+	81168
SAMPLE_004579	FRAG_004579	hg38:9:141996760-142007647:-	10888
SAMPLE_004580	FRAG_004580	hg19:15:79692608-79712640:+	20033
SAMPLE_004581	FRAG_004581	hg38:14:50934382-50971386:+	37005
SAMPLE_004582	FRAG_004582	hg19:14:45729076-45770416:+	41341
SAMPLE_004583	FRAG_004583	hg38:8:167683560-167696153:+	12594
SAMPLE_004584	FRAG_004584	hg19:19:199936156-200022457:+	86302
SAMPLE_004585	FRAG_004585	hg38:10:127231333-127303651:-	72319
SAMPLE_004586	FRAG_004586	hg19:6:5612207-5643671:+	31465
SAMPLE_004587	FRAG_004587	hg38:20:21682273-21776164:+	93892
SAMPLE_004588	FRAG_004588	hg19:4:48977629-49013392:+	35764
SAMPLE_004589	FRAG_004589	hg38:15:100034050-100107089:+	73040
SAMPLE_004590	FRAG_004590	hg19:5:51145544-51215990:+	70447
SAMPLE_004591	FRAG_004591	hg38:1:47115746-47158906:-	43161
SAMPLE_004592	FRAG_004592	hg19:17:135462832-135466046:+	3215
SAMPLE_004593	FRAG_004593	hg38:13:45829061-45847248:+	18188
SAMPLE_004594	FRAG_004594	hg19:16:36511591-36532525:+	20935
SAMPLE_004595	FRAG_004595	hg38:20:155045579-155094206:-	48628
SAMPLE_004596	FRAG_004596	hg19:15:123123143-123155858:+	32716
SAMPLE_004597	FRAG_004597	hg38:X:192509824-192524724:+	14901
SAMPLE_004598	FRAG_004598	hg19:6:163674772-163759174:+	84403
SAMPLE_004599	FRAG_004599	hg38:3:37481520-37531488:+	49969
SAMPLE_004600	FRAG_004600	hg19:10:142973647-143034540:-	60894
SAMPLE_004601	FRAG_004601	hg38:22:107036546-107135907:-	99362
SAMPLE_004602	FRAG_004602	hg19:17:174772565-174834224:-	61660
SAMPLE_004603	FRAG_004603	hg38:20:193832180-193908369:-	76190
SAMPLE_004604	FRAG_004604	hg19:9:110435308-110504419:+	69112
SAMPLE_004605	FRAG_004605	hg38:17:34887249-34953248:+	66000
SAMPLE_004606	FRAG_004606	hg19:7:162007107-162017228:-	10122
SAMPLE_004607	FRAG_004607	hg38:10:163241249-163256891:-	15643
SAMPLE_004608	FRAG_004608	hg19:13:81401241-81451015:-	49775
SAMPLE_004609	FRAG_004609	hg38:1:131787550-131829277:+	41728
SAMPLE_004610	FRAG_004610	hg19:1:117913717-117942471:+	28755
SAMPLE_004611	FRAG_004611	hg38:15:38539387-38617274:-	77888
SAMPLE_004612	FRAG_004612	hg19:13:39202480-39235025:+	32546
SAMPLE_004613	FRAG_004613	hg38:8:68892682-68950725:-	58044
SAMPLE_004614	FRAG_004614	hg19:13:192365026-192426650:-	61625
SAMPLE_004615	FRAG_004615	hg38:12:125365961-125393289:+	27329
SAMPLE_004616	FRAG_004616	hg19:14:66864934-66872163:+	7230
SAMPLE_004617	FRAG_004617	hg38:21:80300688-80314462:-	13775
SAMPLE_004618	FRAG_004618	hg19:2:125846489-125892935:-	46447
SAMPLE_004619	FRAG_004619	hg38:21:21971110-22028413:-	57304
SAMPLE_004620	FRAG_004620	hg19:12:149070802-149138483:-	67682
SAMPLE_004621	FRAG_004621	hg38:2:19188020-19251362:-	63343
SAMPLE_004622	FRAG_004622	hg19:11:84306735-84332593:+	25859
SAMPLE_004623	FRAG_004623	hg38:1:40175209-40188985:-	13777
SAMPLE_004624	FRAG_004624	hg19:2:137769665-137773399:+	3735
SAMPLE_004625	FRAG_004625	hg38:21:100661075-100729874:+	68800
SAMPLE_004626	FRAG_004626	hg19:15:90668429-90721804:-	53376
SAMPLE_004627	FRAG_004627	hg38:12:88656167-88738162:-	81996
SAMPLE_004628	FRAG_004628	hg19:12:139780464-139787636:+	7173
SAMPLE_004629	FRAG_004629	hg38:15:131866801-131966717:-	99917
SAMPLE_004630	FRAG_004630	hg19:17:179863916-179869154:+	5239
SAMPLE_004631	FRAG_004631	hg38:5:89624518-89674552:-	50035
SAMPLE_004632	FRAG_004632	hg19:Y:171511460-171606664:-	95205
SAMPLE_004633	FRAG_004633	hg38:5:53703073-53722211:+	19139
SAMPLE_004634	FRAG_004634	hg19:20:75023715-75074531:-	50817
SAMPLE_004635	FRAG_004635	hg38:8:12814763-12820752:-	5990
SAMPLE_004636	FRAG_004636	hg19:1:53208936-53226859:-	17924
SAMPLE_004637	FRAG_004637	hg38:19:113095707-113121589:+	25883
SAMPLE_004638	FRAG_004638	hg19:14:153521491-153593693:-	72203
SAMPLE_004639	FRAG_004639	hg38:7:18778014-18778587:+	574
SAMPLE_004640	FRAG_004640	hg19:2:196216446-196251745:-	35300
SAMPLE_004641	FRAG_004641	hg38:3:126710098-126739314:+	29217
SAMPLE_004642	FRAG_004642	hg19:22:31665266-31730446:+	65181
SAMPLE_004643	FRAG_004643	hg38:22:93002798-93063538:-	60741
SAMPLE_004644	FRAG_004644	hg19:16:155898922-155933248:-	34327
SAMPLE_004645	FRAG_004645	hg38:21:88653053-88740707:+	87655
SAMPLE_004646	FRAG_004646	hg19:22:193351210-193441094:-	89885
SAMPLE_004647	FRAG_004647	hg38:20:61719802-61752452:+	32651
SAMPLE_004648	FRAG_004648	hg19:14:74065053-74128911:-	63859
SAMPLE_004649	FRAG_004649	hg38:17:134915569-134955464:-	39896
SAMPLE_004650	FRAG_004650	hg19:2:81622573-81700626:-	78054
SAMPLE_004651	FRAG_004651	hg38:4:149985459-150005352:+	19894
SAMPLE_004652	FRAG_004652	hg19:8:125647353-125680454:+	33102
SAMPLE_004653	FRAG_004653	hg38:4:146548193-146640099:-	91907
SAMPLE_004654	FRAG_004654	hg19:14:108334106-108431929:-	97824
SAMPLE_004655	FRAG_004655	hg38:19:81284892-81328803:+	43912
SAMPLE_004656	FRAG_004656	hg19:8:168250897-168272688:-	21792
SAMPLE_004657	FRAG_004657	hg38:22:85277190-85286381:+	9192
SAMPLE_004658	FRAG_004658	hg19:14:117009137-117062841:+	53705
SAMPLE_004659	FRAG_004659	hg38:14:9212921-9275439:-	62519
SAMPLE_004660	FRAG_004660	hg19:12:83680110-83696105:+	15996
SAMPLE_004661	FRAG_004661	hg38:16:107392962-107457930:+	64969
SAMPLE_004662	FRAG_004662	hg19:13:64112217-64169090:-	56874
SAMPLE_004663	FRAG_004663	hg38:8:45263510-45344037:-	80528
SAMPLE_004664	FRAG_004664	hg19:6:88816753-88895630:-	78878
SAMPLE_004665	FRAG_004665	hg38:3:23037172-23050864:+	13693
SAMPLE_004666	FRAG_004666	hg19:Y:41277733-41279344:-	1612
SAMPLE_004667	FRAG_004667	hg38:16:188202458-188215056:+	12599
SAMPLE_004668	FRAG_004668	hg19:2:127488973-127489745:+	773
SAMPLE_004669	FRAG_004669	hg38:2:79228272-79246266:-	17995
SAMPLE_004670	FRAG_004670	hg19:22:188900627-188990997:-	90371
SAMPLE_004671	FRAG_004671	hg38:22:24493522-24568993:+	75472
SAMPLE_004672	FRAG_004672	hg19:6:89621748-89662848:+	41101
SAMPLE_004673	FRAG_004673	hg38:2:23104529-23181425:+	76897
SAMPLE_004674	FRAG_004674	hg19:20:52606218-52606744:+	527
SAMPLE_004675	FRAG_004675	hg38:13:29867138-29931909:-	64772
SAMPLE_004676	FRAG_004676	hg19:19:166204597-166243294:+	38698
SAMPLE_004677	FRAG_004677	hg38:20:38209451-38247232:+	37782
SAMPLE_004678	FRAG_004678	hg19:15:70788446-70868396:+	79951
SAMPLE_004679	FRAG_004679	hg38:21:139215123-139307364:+	92242
SAMPLE_004680	FRAG_004680	hg19:16:61073683-61153675:-	79993
SAMPLE_004681	FRAG_004681	hg38:2:91907708-91959769:+	52062
SAMPLE_004682	FRAG_004682	hg19:X:122469312-122531763:-	62452
SAMPLE_004683	FRAG_004683	hg38:17:79826948-79867607:-	40660
SAMPLE_004684	FRAG_004684	hg19:14:84034091-84065408:-	31318
SAMPLE_004685	FRAG_004685	hg38:7:124825722-124857767:+	32046
SAMPLE_004686	FRAG_004686	hg19:X:10877794-10898637:+	20844
SAMPLE_004687	FRAG_004687	hg38:2:32599723-32677250:+	77528
SAMPLE_004688	FRAG_004688	hg19:4:34852326-34911665:+	59340
SAMPLE_004689	FRAG_004689	hg38:Y:76826374-76836499:-	10126
SAMPLE_004690	FRAG_004690	hg19:X:156496688-156539123:+	42436
SAMPLE_004691	FRAG_004691	hg38:X:117859305-117922927:-	63623
SAMPLE_004692	FRAG_004692	hg19:4:180387185-180472135:-	84951
SAMPLE_004693	FRAG_004693	hg38:X:128031248-128059242:+	27995
SAMPLE_004694	FRAG_004694	hg19:12:105903041-105924056:+	21016
SAMPLE_004695	FRAG_004695	hg38:12:14129765-14138922:+	9158
SAMPLE_004696	FRAG_004696	hg19:9:51079986-51131545:-	51560
SAMPLE_004697	FRAG_004697	hg38:15:107700310-107787097:-	86788
SAMPLE_004698	FRAG_004698	hg19:15:88753747-88771665:-	17919
SAMPLE_004699	FRAG_004699	hg38:22:153087136-153128894:+	41759
SAMPLE_004700	FRAG_004700	hg19:1:68270027-68292045:-	22019
SAMPLE_004701	FRAG_004701	hg38:3:90806765-90871082:+	64318
SAMPLE_004702	FRAG_004702	hg19:2:65430784-65449677:-	18894
SAMPLE_004703	FRAG_004703	hg38:9:194484086-194511095:+	27010
SAMPLE_004704	FRAG_004704	hg19:14:3476354-3481892:-	5539
SAMPLE_004705	FRAG_004705	hg38:X:166054769-166100220:-	45452
SAMPLE_004706	FRAG_004706	hg19:11:29077611-29078468:-	858
SAMPLE_004707	FRAG_004707	hg38:17:57656461-57683398:+	26938
SAMPLE_004708	FRAG_004708	hg19:11:177809210-177898884:-	89675
SAMPLE_004709	FRAG_004709	hg38:17:142931262-142982969:+	51708
SAMPLE_004710	FRAG_004710	hg19:14:11583130-11679478:-	96349
SAMPLE_004711	FRAG_004711	hg38:Y:147867261-147945220:-	77960
SAMPLE_004712	FRAG_004712	hg19:18:123523705-123623264:+	99560
SAMPLE_004713	FRAG_004713	hg38:10:5808994-5853088:-	44095
SAMPLE_004714	FRAG_004714	hg19:19:17857335-17940021:-	82687
SAMPLE_004715	FRAG_004715	hg38:14:164412891-164474147:+	61257
SAMPLE_004716	FRAG_004716	hg19:11:60834140-60912088:-	77949
SAMPLE_004717	FRAG_004717	hg38:9:176034598-176074455:+	39858
SAMPLE_004718	FRAG_004718	hg19:8:156575452-156663563:-	88112
SAMPLE_004719	FRAG_004719	hg38:13:2150250-2185531:+	35282
SAMPLE_004720	FRAG_004720	hg19:2:121594610-121624180:+	29571
SAMPLE_004721	FRAG_004721	hg38:13:116430135-116430928:+	794
SAMPLE_004722	FRAG_004722	hg19:3:144682126-144718490:-	36365
SAMPLE_004723	FRAG_004723	hg38:1:197696105-197762369:-	66265
SAMPLE_004724	FRAG_004724	hg19:20:14742739-14830179:-	87441
SAMPLE_004725	FRAG_004725	hg38:19:144368694-144397165:-	28472
SAMPLE_004726	FRAG_004726	hg19:4:105428510-105459789:-	31280
SAMPLE_004727	FRAG_004727	hg38:6:177121183-177193124:+	71942
SAMPLE_004728	FRAG_004728	hg19:1:116293159-116383453:+	90295
SAMPLE_004729	FRAG_004729	hg38:11:66926757-67012039:-	85283
SAMPLE_004730	FRAG_004730	hg19:1:35863719-35877254:-	13536
SAMPLE_004731	FRAG_004731	hg38:6:79468147-79554820:-	86674
SAMPLE_004732	FRAG_004732	hg19:14:115474137-115495851:+	21715
SAMPLE_004733	FRAG_004733	hg38:Y:98020527-98042509:+	21983
SAMPLE_004734	FRAG_004734	hg19:10:146577792-146618856:+	41065
SAMPLE_004735	FRAG_004735	hg38:3:33599038-33619927:+	20890
SAMPLE_004736	FRAG_004736	hg19:8:73491290-73500437:+	9148
SAMPLE_004737	FRAG_004737	hg38:4:91604976-91664626:+	59651
SAMPLE_004738	FRAG_004738	hg19:17:125902272-125972841:+	70570
SAMPLE_004739	FRAG_004739	hg38:16:165917618-166005672:-	88055
SAMPLE_004740	FRAG_004740	hg19:3:25704142-25751336:-	47195
SAMPLE_004741	FRAG_004741	hg38:6:51814874-51866213:-	51340
SAMPLE_004742	FRAG_004742	hg19:Y:167521778-167524666:+	2889
SAMPLE_004743	FRAG_004743	hg38:3:40141363-40163133:-	21771
SAMPLE_004744	FRAG_004744	hg19:6:186094247-186163176:+	68930
SAMPLE_004745	FRAG_004745	hg38:16:170535850-170635611:-	99762
SAMPLE_004746	FRAG_004746	hg19:1:105496073-105541160:-	45088
SAMPLE_004747	FRAG_004747	hg38:4:109034370-109102032:+	67663
SAMPLE_004748	FRAG_004748	hg19:6:167718572-167743993:-	25422
SAMPLE_004749	FRAG_004749	hg38:19:188194725-188293231:+	98507
SAMPLE_004750	FRAG_004750	hg19:Y:177368997-177399216:-	30220
SAMPLE_004751	FRAG_004751	hg38:18:104958502-105019012:-	60511
SAMPLE_004752	FRAG_004752	hg19:21:54449008-54497855:+	48848
SAMPLE_004753	FRAG_004753	hg38:2:51487483-51547345:+	59863
SAMPLE_004754	FRAG_004754	hg19:19:5595971-5643055:-	47085
SAMPLE_004755	FRAG_004755	hg38:21:112543972-112588868:+	44897
SAMPLE_004756	FRAG_004756	hg19:11:23877483-23938731:+	61249
SAMPLE_004757	FRAG_004757	hg38:4:140724461-140802901:+	78441
SAMPLE_004758	FRAG_004758	hg19:19:128085347-128103641:-	18295
SAMPLE_004759	FRAG_004759	hg38:18:195858285-195931083:-	72799
SAMPLE_004760	FRAG_004760	hg19:4:9718809-9801220:-	82412
SAMPLE_004761	FRAG_004761	hg38:8:145171726-145213127:-	41402
SAMPLE_004762	FRAG_004762	hg19:10:29608306-29613908:+	5603
