sample_id	gene_id	seq_loc	description
SAMPLE_057623	FRAG_057623	hg38:18:149129998-149206300:+	76303
SAMPLE_057624	FRAG_057624	hg19:Y:69816595-69821004:+	4410
SAMPLE_057625	FRAG_057625	hg38:12:38797432-38861884:-	64453
SAMPLE_057626	FRAG_057626	hg19:11:35894371-35898012:+	3642
SAMPLE_057627	FRAG_057627	hg38:21:29675066-29760496:+	85431
SAMPLE_057628	FRAG_057628	hg19:11:168285070-168323870:+	38801
SAMPLE_057629	FRAG_057629	hg38:12:114836619-114930551:-	93933
SAMPLE_057630	FRAG_057630	hg19:15:102745109-102779938:+	34830
SAMPLE_057631	FRAG_057631	hg38:X:73181661-73229830:-	48170
SAMPLE_057632	FRAG_057632	hg19:16:174688251-174725421:-	37171
SAMPLE_057633	FRAG_057633	hg38:10:88666257-88744045:+	77789
SAMPLE_057634	FRAG_057634	hg19:11:34354069-34354671:-	603
SAMPLE_057635	FRAG_057635	hg38:15:145199535-145280411:+	80877
SAMPLE_057636	FRAG_057636	hg19:10:69159370-69198797:+	39428
SAMPLE_057637	FRAG_057637	hg38:15:174646431-174704778:+	58348
SAMPLE_057638	FRAG_057638	hg19:9:17187405-17195787:-	8383
SAMPLE_057639	FRAG_057639	hg38:15:114016879-114022603:+	5725
SAMPLE_057640	FRAG_057640	hg19:2:160104712-160121786:-	17075
SAMPLE_057641	FRAG_057641	hg38:14:146771157-146824093:-	52937
SAMPLE_057642	FRAG_057642	hg19:22:79134529-79208842:+	74314
SAMPLE_057643	FRAG_057643	hg38:19:121119829-121152693:+	32865
SAMPLE_057644	FRAG_057644	hg19:22:122142495-122153420:+	10926
SAMPLE_057645	FRAG_057645	hg38:11:74148236-74223584:-	75349
SAMPLE_057646	FRAG_057646	hg19:4:132286457-132301781:+	15325
SAMPLE_057647	FRAG_057647	hg38:15:48224217-48308983:-	84767
SAMPLE_057648	FRAG_057648	hg19:13:103415969-103429511:+	13543
SAMPLE_057649	FRAG_057649	hg38:9:1829216-1839729:+	10514
SAMPLE_057650	FRAG_057650	hg19:20:26535702-26547861:+	12160
SAMPLE_057651	FRAG_057651	hg38:5:114968175-115045126:-	76952
SAMPLE_057652	FRAG_057652	hg19:13:175852520-175894484:+	41965
SAMPLE_057653	FRAG_057653	hg38:8:163843772-163912017:+	68246
SAMPLE_057654	FRAG_057654	hg19:21:76341349-76384450:+	43102
SAMPLE_057655	FRAG_057655	hg38:1:155585317-155667823:+	82507
SAMPLE_057656	FRAG_057656	hg19:6:65166932-65250499:-	83568
SAMPLE_057657	FRAG_057657	hg38:11:55361499-55375840:+	14342
SAMPLE_057658	FRAG_057658	hg19:19:144158475-144179929:+	21455
SAMPLE_057659	FRAG_057659	hg38:14:16771438-16821826:+	50389
SAMPLE_057660	FRAG_057660	hg19:X:197738546-197767364:+	28819
SAMPLE_057661	FRAG_057661	hg38:21:8912501-8938462:+	25962
SAMPLE_057662	FRAG_057662	hg19:20:192125284-192172371:-	47088
SAMPLE_057663	FRAG_057663	hg38:8:5009445-5029732:-	20288
SAMPLE_057664	FRAG_057664	hg19:20:81557800-81564181:-	6382
SAMPLE_057665	FRAG_057665	hg38:12:93645189-93667571:-	22383
SAMPLE_057666	FRAG_057666	hg19:6:58816418-58875679:-	59262
SAMPLE_057667	FRAG_057667	hg38:13:176423406-176480938:-	57533
SAMPLE_057668	FRAG_057668	hg19:3:37868780-37870905:+	2126
SAMPLE_057669	FRAG_057669	hg38:11:1659250-1729178:+	69929
SAMPLE_057670	FRAG_057670	hg19:4:182809631-182840372:-	30742
SAMPLE_057671	FRAG_057671	hg38:19:81723766-81735146:-	11381
SAMPLE_057672	FRAG_057672	hg19:18:75838261-75901836:-	63576
SAMPLE_057673	FRAG_057673	hg38:19:54972366-55071328:-	98963
SAMPLE_057674	FRAG_057674	hg19:3:123160711-123190419:+	29709
SAMPLE_057675	FRAG_057675	hg38:4:39994906-40023013:+	28108
SAMPLE_057676	FRAG_057676	hg19:19:192371835-192432001:+	60167
SAMPLE_057677	FRAG_057677	hg38:1:58471429-58549772:+	78344
SAMPLE_057678	FRAG_057678	hg19:21:75013783-75076356:-	62574
SAMPLE_057679	FRAG_057679	hg38:4:122114278-122183634:-	69357
SAMPLE_057680	FRAG_057680	hg19:12:44290925-44329776:-	38852
SAMPLE_057681	FRAG_057681	hg38:11:8423300-8457662:-	34363
SAMPLE_057682	FRAG_057682	hg19:9:72541165-72639302:+	98138
SAMPLE_057683	FRAG_057683	hg38:14:151636414-151670905:-	34492
SAMPLE_057684	FRAG_057684	hg19:7:175320957-175355210:+	34254
SAMPLE_057685	FRAG_057685	hg38:11:198139947-198193786:-	53840
SAMPLE_057686	FRAG_057686	hg19:21:17085698-17088590:-	2893
SAMPLE_057687	FRAG_057687	hg38:22:120044711-120077313:+	32603
SAMPLE_057688	FRAG_057688	hg19:2:191823368-191921658:+	98291
SAMPLE_057689	FRAG_057689	hg38:4:108173112-108245996:-	72885
SAMPLE_057690	FRAG_057690	hg19:18:173333007-173422999:-	89993
SAMPLE_057691	FRAG_057691	hg38:X:73640295-73648302:-	8008
SAMPLE_057692	FRAG_057692	hg19:22:31365976-31416179:+	50204
SAMPLE_057693	FRAG_057693	hg38:3:162697704-162776146:+	78443
SAMPLE_057694	FRAG_057694	hg19:3:3977943-4024003:-	46061
SAMPLE_057695	FRAG_057695	hg38:3:150026603-150115709:+	89107
SAMPLE_057696	FRAG_057696	hg19:13:148051268-148112094:+	60827
SAMPLE_057697	FRAG_057697	hg38:18:119652246-119744216:-	91971
SAMPLE_057698	FRAG_057698	hg19:11:167433614-167502490:-	68877
SAMPLE_057699	FRAG_057699	hg38:16:159142984-159159676:+	16693
SAMPLE_057700	FRAG_057700	hg19:22:68537272-68584612:+	47341
SAMPLE_057701	FRAG_057701	hg38:20:33519265-33541039:-	21775
SAMPLE_057702	FRAG_057702	hg19:X:151292513-151364875:+	72363
SAMPLE_057703	FRAG_057703	hg38:17:119430859-119521820:-	90962
SAMPLE_057704	FRAG_057704	hg19:12:58215681-58314604:-	98924
SAMPLE_057705	FRAG_057705	hg38:20:142108345-142121672:-	13328
SAMPLE_057706	FRAG_057706	hg19:X:159416835-159462274:+	45440
SAMPLE_057707	FRAG_057707	hg38:9:151939537-151958987:+	19451
SAMPLE_057708	FRAG_057708	hg19:18:132230185-132304626:+	74442
SAMPLE_057709	FRAG_057709	hg38:13:23975220-24051820:+	76601
SAMPLE_057710	FRAG_057710	hg19:2:166119415-166155355:-	35941
SAMPLE_057711	FRAG_057711	hg38:9:135666165-135722685:+	56521
SAMPLE_057712	FRAG_057712	hg19:19:79834873-79892526:+	57654
SAMPLE_057713	FRAG_057713	hg38:8:105315009-105326766:+	11758
SAMPLE_057714	FRAG_057714	hg19:17:47034401-47101103:+	66703
SAMPLE_057715	FRAG_057715	hg38:5:2276550-2277086:+	537
SAMPLE_057716	FRAG_057716	hg19:15:37131496-37136054:-	4559
SAMPLE_057717	FRAG_057717	hg38:14:100859829-100952407:-	92579
SAMPLE_057718	FRAG_057718	hg19:16:155859852-155917887:+	58036
SAMPLE_057719	FRAG_057719	hg38:14:81191917-81268468:+	76552
SAMPLE_057720	FRAG_057720	hg19:13:94568316-94590305:-	21990
SAMPLE_057721	FRAG_057721	hg38:6:150169405-150229573:-	60169
SAMPLE_057722	FRAG_057722	hg19:6:187077529-187126226:+	48698
SAMPLE_057723	FRAG_057723	hg38:21:70459554-70510989:+	51436
SAMPLE_057724	FRAG_057724	hg19:21:61991954-62005801:-	13848
SAMPLE_057725	FRAG_057725	hg38:Y:146381269-146420079:-	38811
SAMPLE_057726	FRAG_057726	hg19:X:78555789-78633616:+	77828
SAMPLE_057727	FRAG_057727	hg38:2:143058292-143142051:+	83760
SAMPLE_057728	FRAG_057728	hg19:15:71565132-71660272:-	95141
SAMPLE_057729	FRAG_057729	hg38:Y:31119069-31212997:-	93929
SAMPLE_057730	FRAG_057730	hg19:19:151934431-152016787:+	82357
SAMPLE_057731	FRAG_057731	hg38:10:95774801-95788984:+	14184
SAMPLE_057732	FRAG_057732	hg19:17:74678925-74743550:+	64626
SAMPLE_057733	FRAG_057733	hg38:18:21837434-21904445:+	67012
SAMPLE_057734	FRAG_057734	hg19:21:172403238-172486634:-	83397
SAMPLE_057735	FRAG_057735	hg38:17:122581245-122679042:+	97798
SAMPLE_057736	FRAG_057736	hg19:10:6676259-6686465:-	10207
SAMPLE_057737	FRAG_057737	hg38:4:106727198-106824404:-	97207
SAMPLE_057738	FRAG_057738	hg19:8:24686118-24695970:-	9853
SAMPLE_057739	FRAG_057739	hg38:10:163817458-163831134:-	13677
SAMPLE_057740	FRAG_057740	hg19:15:71062061-71132391:+	70331
SAMPLE_057741	FRAG_057741	hg38:18:71402340-71472756:-	70417
SAMPLE_057742	FRAG_057742	hg19:21:150575922-150640288:+	64367
SAMPLE_057743	FRAG_057743	hg38:Y:66520532-66595244:+	74713
SAMPLE_057744	FRAG_057744	hg19:10:74461901-74521240:-	59340
SAMPLE_057745	FRAG_057745	hg38:21:3838271-3840561:+	2291
SAMPLE_057746	FRAG_057746	hg19:18:2002685-2060172:-	57488
SAMPLE_057747	FRAG_057747	hg38:10:113968773-113970257:-	1485
SAMPLE_057748	FRAG_057748	hg19:21:175360599-175430079:+	69481
SAMPLE_057749	FRAG_057749	hg38:1:197399280-197443671:+	44392
SAMPLE_057750	FRAG_057750	hg19:18:114231426-114262822:+	31397
SAMPLE_057751	FRAG_057751	hg38:9:199391775-199405153:-	13379
SAMPLE_057752	FRAG_057752	hg19:20:83073291-83141281:+	67991
SAMPLE_057753	FRAG_057753	hg38:10:173142963-173164697:-	21735
SAMPLE_057754	FRAG_057754	hg19:13:88457947-88495339:+	37393
SAMPLE_057755	FRAG_057755	hg38:5:5850675-5933530:-	82856
SAMPLE_057756	FRAG_057756	hg19:Y:108483118-108494367:+	11250
SAMPLE_057757	FRAG_057757	hg38:11:95063092-95134966:-	71875
SAMPLE_057758	FRAG_057758	hg19:14:181665030-181756736:-	91707
SAMPLE_057759	FRAG_057759	hg38:9:55547491-55583484:-	35994
SAMPLE_057760	FRAG_057760	hg19:5:92392962-92457436:-	64475
SAMPLE_057761	FRAG_057761	hg38:16:74096539-74102321:-	5783
SAMPLE_057762	FRAG_057762	hg19:8:119335246-119424109:+	88864
SAMPLE_057763	FRAG_057763	hg38:7:77109854-77189561:-	79708
SAMPLE_057764	FRAG_057764	hg19:22:57693855-57778379:+	84525
SAMPLE_057765	FRAG_057765	hg38:5:68745002-68825455:+	80454
SAMPLE_057766	FRAG_057766	hg19:Y:198256812-198267051:-	10240
SAMPLE_057767	FRAG_057767	hg38:2:195676468-195753636:-	77169
SAMPLE_057768	FRAG_057768	hg19:22:32530575-32610885:+	80311
SAMPLE_057769	FRAG_057769	hg38:7:7194092-7229483:+	35392
SAMPLE_057770	FRAG_057770	hg19:21:117273944-117298484:+	24541
SAMPLE_057771	FRAG_057771	hg38:12:18477258-18551861:-	74604
SAMPLE_057772	FRAG_057772	hg19:13:193364782-193428843:+	64062
SAMPLE_057773	FRAG_057773	hg38:1:89022851-89050462:+	27612
SAMPLE_057774	FRAG_057774	hg19:22:163760242-163791267:+	31026
SAMPLE_057775	FRAG_057775	hg38:Y:56342135-56359614:-	17480
SAMPLE_057776	FRAG_057776	hg19:18:1085723-1163895:+	78173
SAMPLE_057777	FRAG_057777	hg38:10:15085564-15145097:-	59534
SAMPLE_057778	FRAG_057778	hg19:3:106235620-106299770:+	64151
SAMPLE_057779	FRAG_057779	hg38:1:88760276-88800874:-	40599
SAMPLE_057780	FRAG_057780	hg19:15:112717469-112776753:-	59285
SAMPLE_057781	FRAG_057781	hg38:X:50202098-50240010:+	37913
SAMPLE_057782	FRAG_057782	hg19:X:135347081-135358418:+	11338
SAMPLE_057783	FRAG_057783	hg38:7:136917582-136924325:+	6744
SAMPLE_057784	FRAG_057784	hg19:10:135832287-135887995:+	55709
SAMPLE_057785	FRAG_057785	hg38:2:131233794-131307748:-	73955
SAMPLE_057786	FRAG_057786	hg19:13:14097828-14184690:-	86863
SAMPLE_057787	FRAG_057787	hg38:X:192108729-192122212:+	13484
SAMPLE_057788	FRAG_057788	hg19:13:121033700-121086612:-	52913
SAMPLE_057789	FRAG_057789	hg38:9:85125058-85192305:-	67248
SAMPLE_057790	FRAG_057790	hg19:7:65457285-65553296:-	96012
SAMPLE_057791	FRAG_057791	hg38:5:89251928-89340422:-	88495
SAMPLE_057792	FRAG_057792	hg19:20:144665277-144682319:-	17043
SAMPLE_057793	FRAG_057793	hg38:14:123291650-123387210:+	95561
SAMPLE_057794	FRAG_057794	hg19:5:164538434-164566727:-	28294
SAMPLE_057795	FRAG_057795	hg38:15:50706606-50724904:-	18299
SAMPLE_057796	FRAG_057796	hg19:7:147561198-147650153:-	88956
SAMPLE_057797	FRAG_057797	hg38:1:158879820-158898409:-	18590
SAMPLE_057798	FRAG_057798	hg19:11:165682365-165715361:-	32997
SAMPLE_057799	FRAG_057799	hg38:4:62031912-62058324:+	26413
SAMPLE_057800	FRAG_057800	hg19:X:188241412-188287983:-	46572
SAMPLE_057801	FRAG_057801	hg38:14:20514133-20601282:+	87150
SAMPLE_057802	FRAG_057802	hg19:9:125460628-125547640:-	87013
SAMPLE_057803	FRAG_057803	hg38:15:46732940-46813428:+	80489
SAMPLE_057804	FRAG_057804	hg19:5:183654398-183665209:-	10812
SAMPLE_057805	FRAG_057805	hg38:3:166351377-166426121:-	74745
SAMPLE_057806	FRAG_057806	hg19:5:30109664-30168673:+	59010
SAMPLE_057807	FRAG_057807	hg38:Y:133410398-133442090:-	31693
SAMPLE_057808	FRAG_057808	hg19:20:154696824-154707023:+	10200
SAMPLE_057809	FRAG_057809	hg38:8:191259658-191321281:+	61624
SAMPLE_057810	FRAG_057810	hg19:9:73923540-73951262:-	27723
SAMPLE_057811	FRAG_057811	hg38:12:142420070-142441306:+	21237
SAMPLE_057812	FRAG_057812	hg19:1:142341840-142401523:+	59684
SAMPLE_057813	FRAG_057813	hg38:3:196045808-196100558:+	54751
SAMPLE_057814	FRAG_057814	hg19:20:24770784-24818938:+	48155
SAMPLE_057815	FRAG_057815	hg38:3:110896084-110902645:-	6562
SAMPLE_057816	FRAG_057816	hg19:2:160154297-160225270:+	70974
SAMPLE_057817	FRAG_057817	hg38:15:85587170-85655427:+	68258
SAMPLE_057818	FRAG_057818	hg19:21:194545982-194624810:-	78829
SAMPLE_057819	FRAG_057819	hg38:10:134967464-135035700:+	68237
SAMPLE_057820	FRAG_057820	hg19:4:145725591-145743439:+	17849
SAMPLE_057821	FRAG_057821	hg38:4:37743378-37786308:+	42931
SAMPLE_057822	FRAG_057822	hg19:22:161399136-161498341:+	99206
SAMPLE_057823	FRAG_057823	hg38:4:111960013-112032580:-	72568
SAMPLE_057824	FRAG_057824	hg19:9:177683069-177749903:-	66835
SAMPLE_057825	FRAG_057825	hg38:10:12629515-12692275:+	62761
SAMPLE_057826	FRAG_057826	hg19:8:20235323-20295408:-	60086
SAMPLE_057827	FRAG_057827	hg38:11:20214930-20233409:+	18480
SAMPLE_057828	FRAG_057828	hg19:20:47442164-47509288:+	67125
SAMPLE_057829	FRAG_057829	hg38:8:106754917-106809770:-	54854
SAMPLE_057830	FRAG_057830	hg19:1:109768502-109833639:-	65138
SAMPLE_057831	FRAG_057831	hg38:20:156191549-156276647:+	85099
SAMPLE_057832	FRAG_057832	hg19:Y:34694531-34776878:+	82348
SAMPLE_057833	FRAG_057833	hg38:14:49844557-49870403:+	25847
SAMPLE_057834	FRAG_057834	hg19:11:139617177-139628434:+	11258
SAMPLE_057835	FRAG_057835	hg38:15:118103440-118133857:+	30418
SAMPLE_057836	FRAG_057836	hg19:12:135390471-135418822:-	28352
SAMPLE_057837	FRAG_057837	hg38:X:153714111-153748617:-	34507
SAMPLE_057838	FRAG_057838	hg19:16:135912844-135980475:-	67632
SAMPLE_057839	FRAG_057839	hg38:13:186779144-186874706:-	95563
SAMPLE_057840	FRAG_057840	hg19:17:81789345-81816145:-	26801
SAMPLE_057841	FRAG_057841	hg38:21:28109849-28137191:+	27343
SAMPLE_057842	FRAG_057842	hg19:13:49465413-49527789:+	62377
SAMPLE_057843	FRAG_057843	hg38:5:30974833-31057445:+	82613
SAMPLE_057844	FRAG_057844	hg19:14:38508264-38555250:+	46987
SAMPLE_057845	FRAG_057845	hg38:1:18831685-18853152:-	21468
SAMPLE_057846	FRAG_057846	hg19:6:185113423-185176894:+	63472
SAMPLE_057847	FRAG_057847	hg38:22:50085649-50130691:-	45043
SAMPLE_057848	FRAG_057848	hg19:4:170279775-170293349:-	13575
SAMPLE_057849	FRAG_057849	hg38:18:92480312-92550420:-	70109
SAMPLE_057850	FRAG_057850	hg19:13:185459505-185466500:+	6996
SAMPLE_057851	FRAG_057851	hg38:20:46658057-46730651:+	72595
SAMPLE_057852	FRAG_057852	hg19:2:117792158-117794639:+	2482
SAMPLE_057853	FRAG_057853	hg38:2:142789599-142850077:-	60479
SAMPLE_057854	FRAG_057854	hg19:7:95799280-95870456:-	71177
SAMPLE_057855	FRAG_057855	hg38:4:59144457-59155543:-	11087
SAMPLE_057856	FRAG_057856	hg19:16:143838029-143854729:+	16701
SAMPLE_057857	FRAG_057857	hg38:3:182577403-182640275:+	62873
SAMPLE_057858	FRAG_057858	hg19:11:61404639-61428820:-	24182
SAMPLE_057859	FRAG_057859	hg38:Y:56927365-57026945:-	99581
SAMPLE_057860	FRAG_057860	hg19:3:159632341-159653843:-	21503
SAMPLE_057861	FRAG_057861	hg38:22:195165600-195194896:+	29297
SAMPLE_057862	FRAG_057862	hg19:6:130451229-130456505:+	5277
SAMPLE_057863	FRAG_057863	hg38:10:54244137-54308064:+	63928
SAMPLE_057864	FRAG_057864	hg19:10:89643351-89695825:+	52475
SAMPLE_057865	FRAG_057865	hg38:9:27565508-27664585:+	99078
SAMPLE_057866	FRAG_057866	hg19:19:152184900-152248119:-	63220
SAMPLE_057867	FRAG_057867	hg38:2:1640783-1710985:+	70203
SAMPLE_057868	FRAG_057868	hg19:14:105679050-105765701:-	86652
SAMPLE_057869	FRAG_057869	hg38:1:74019059-74059340:+	40282
SAMPLE_057870	FRAG_057870	hg19:19:55051869-55149861:+	97993
SAMPLE_057871	FRAG_057871	hg38:8:166818874-166823289:+	4416
SAMPLE_057872	FRAG_057872	hg19:15:106416725-106464761:-	48037
SAMPLE_057873	FRAG_057873	hg38:18:168168498-168232038:+	63541
SAMPLE_057874	FRAG_057874	hg19:20:50924592-51000514:-	75923
SAMPLE_057875	FRAG_057875	hg38:8:152762344-152825423:+	63080
SAMPLE_057876	FRAG_057876	hg19:7:103462770-103503212:-	40443
SAMPLE_057877	FRAG_057877	hg38:9:86380618-86452287:+	71670
SAMPLE_057878	FRAG_057878	hg19:20:111992899-112005096:-	12198
SAMPLE_057879	FRAG_057879	hg38:7:9986065-9998956:+	12892
SAMPLE_057880	FRAG_057880	hg19:Y:187286666-187342163:-	55498
SAMPLE_057881	FRAG_057881	hg38:3:125692134-125789114:+	96981
SAMPLE_057882	FRAG_057882	hg19:3:168703310-168719041:+	15732
SAMPLE_057883	FRAG_057883	hg38:20:121202739-121205420:+	2682
SAMPLE_057884	FRAG_057884	hg19:1:89950331-89954566:-	4236
SAMPLE_057885	FRAG_057885	hg38:19:143954250-144034278:-	80029
SAMPLE_057886	FRAG_057886	hg19:18:16435583-16483668:-	48086
SAMPLE_057887	FRAG_057887	hg38:20:131112307-131129450:+	17144
SAMPLE_057888	FRAG_057888	hg19:17:16525348-16531459:-	6112
SAMPLE_057889	FRAG_057889	hg38:17:19765524-19852900:-	87377
SAMPLE_057890	FRAG_057890	hg19:4:25183313-25266508:+	83196
SAMPLE_057891	FRAG_057891	hg38:19:142171368-142179622:-	8255
SAMPLE_057892	FRAG_057892	hg19:22:189500474-189535897:+	35424
SAMPLE_057893	FRAG_057893	hg38:9:183479596-183545703:+	66108
SAMPLE_057894	FRAG_057894	hg19:10:157566427-157636487:-	70061
SAMPLE_057895	FRAG_057895	hg38:9:51465322-51527736:-	62415
SAMPLE_057896	FRAG_057896	hg19:5:192282832-192361169:-	78338
SAMPLE_057897	FRAG_057897	hg38:17:4493632-4563181:+	69550
SAMPLE_057898	FRAG_057898	hg19:22:122308781-122377979:-	69199
SAMPLE_057899	FRAG_057899	hg38:14:66966540-66978919:+	12380
SAMPLE_057900	FRAG_057900	hg19:X:19523687-19600290:-	76604
SAMPLE_057901	FRAG_057901	hg38:6:186560585-186607445:-	46861
SAMPLE_057902	FRAG_057902	hg19:10:131921894-131939583:-	17690
SAMPLE_057903	FRAG_057903	hg38:15:99389730-99455811:+	66082
SAMPLE_057904	FRAG_057904	hg19:10:136043655-136100586:+	56932
SAMPLE_057905	FRAG_057905	hg38:7:102435696-102472171:+	36476
SAMPLE_057906	FRAG_057906	hg19:7:37051137-37134627:-	83491
SAMPLE_057907	FRAG_057907	hg38:15:7739879-7824823:-	84945
SAMPLE_057908	FRAG_057908	hg19:12:16882029-16908922:+	26894
SAMPLE_057909	FRAG_057909	hg38:17:121988051-122076375:-	88325
SAMPLE_057910	FRAG_057910	hg19:11:174783731-174855792:-	72062
SAMPLE_057911	FRAG_057911	hg38:9:129401615-129462415:+	60801
SAMPLE_057912	FRAG_057912	hg19:22:121427668-121491585:+	63918
SAMPLE_057913	FRAG_057913	hg38:15:35486210-35502866:-	16657
SAMPLE_057914	FRAG_057914	hg19:X:181974213-181981810:+	7598
SAMPLE_057915	FRAG_057915	hg38:Y:93420833-93429936:+	9104
SAMPLE_057916	FRAG_057916	hg19:14:196883815-196950045:-	66231
SAMPLE_057917	FRAG_057917	hg38:8:165229285-165266963:-	37679
SAMPLE_057918	FRAG_057918	hg19:6:91120080-91207919:-	87840
SAMPLE_057919	FRAG_057919	hg38:1:188408561-188446950:-	38390
SAMPLE_057920	FRAG_057920	hg19:20:142761792-142835884:-	74093
SAMPLE_057921	FRAG_057921	hg38:4:123584732-123594650:+	9919
SAMPLE_057922	FRAG_057922	hg19:12:178866099-178957922:+	91824
SAMPLE_057923	FRAG_057923	hg38:14:64928972-64969655:+	40684
SAMPLE_057924	FRAG_057924	hg19:4:92028300-92094098:+	65799
SAMPLE_057925	FRAG_057925	hg38:15:59316212-59370819:-	54608
SAMPLE_057926	FRAG_057926	hg19:X:73489730-73567406:-	77677
SAMPLE_057927	FRAG_057927	hg38:15:87612497-87687673:-	75177
SAMPLE_057928	FRAG_057928	hg19:3:50359291-50432185:+	72895
SAMPLE_057929	FRAG_057929	hg38:6:31435688-31476516:-	40829
SAMPLE_057930	FRAG_057930	hg19:2:3189960-3278709:-	88750
SAMPLE_057931	FRAG_057931	hg38:16:70570324-70657904:+	87581
SAMPLE_057932	FRAG_057932	hg19:7:186879171-186978792:-	99622
SAMPLE_057933	FRAG_057933	hg38:9:99390204-99457592:-	67389
SAMPLE_057934	FRAG_057934	hg19:2:23966996-24026727:-	59732
SAMPLE_057935	FRAG_057935	hg38:8:182006660-182037128:+	30469
SAMPLE_057936	FRAG_057936	hg19:6:112707507-112722716:+	15210
SAMPLE_057937	FRAG_057937	hg38:18:160865159-160931779:-	66621
SAMPLE_057938	FRAG_057938	hg19:11:101484253-101525047:+	40795
SAMPLE_057939	FRAG_057939	hg38:7:145215228-145272289:-	57062
SAMPLE_057940	FRAG_057940	hg19:6:124189870-124273233:-	83364
SAMPLE_057941	FRAG_057941	hg38:3:45901566-45991225:+	89660
SAMPLE_057942	FRAG_057942	hg19:11:130620644-130642163:+	21520
SAMPLE_057943	FRAG_057943	hg38:21:80971246-80982551:+	11306
SAMPLE_057944	FRAG_057944	hg19:21:15807213-15809940:-	2728
SAMPLE_057945	FRAG_057945	hg38:10:6895022-6992179:-	97158
SAMPLE_057946	FRAG_057946	hg19:19:103952584-103955484:+	2901
SAMPLE_057947	FRAG_057947	hg38:20:18589819-18608399:+	18581
SAMPLE_057948	FRAG_057948	hg19:Y:49935270-50032714:-	97445
SAMPLE_057949	FRAG_057949	hg38:8:145640449-145713978:+	73530
SAMPLE_057950	FRAG_057950	hg19:14:2861072-2868441:-	7370
SAMPLE_057951	FRAG_057951	hg38:20:6053921-6075509:+	21589
SAMPLE_057952	FRAG_057952	hg19:10:6802671-6858510:-	55840
SAMPLE_057953	FRAG_057953	hg38:20:148642849-148644722:+	1874
SAMPLE_057954	FRAG_057954	hg19:19:37031206-37059904:-	28699
SAMPLE_057955	FRAG_057955	hg38:8:118127730-118132215:+	4486
SAMPLE_057956	FRAG_057956	hg19:22:18033193-18095201:-	62009
SAMPLE_057957	FRAG_057957	hg38:11:97838305-97923611:-	85307
SAMPLE_057958	FRAG_057958	hg19:21:143450755-143517767:+	67013
SAMPLE_057959	FRAG_057959	hg38:8:186362490-186404294:-	41805
SAMPLE_057960	FRAG_057960	hg19:2:7654841-7672612:-	17772
SAMPLE_057961	FRAG_057961	hg38:1:170617585-170706334:+	88750
SAMPLE_057962	FRAG_057962	hg19:22:173570422-173575942:+	5521
SAMPLE_057963	FRAG_057963	hg38:1:57668528-57696333:-	27806
SAMPLE_057964	FRAG_057964	hg19:14:126306393-126334602:+	28210
SAMPLE_057965	FRAG_057965	hg38:21:127252449-127287008:+	34560
SAMPLE_057966	FRAG_057966	hg19:3:35816232-35899801:-	83570
SAMPLE_057967	FRAG_057967	hg38:5:37549462-37627857:+	78396
SAMPLE_057968	FRAG_057968	hg19:10:86030224-86082725:+	52502
SAMPLE_057969	FRAG_057969	hg38:17:139699384-139787014:-	87631
SAMPLE_057970	FRAG_057970	hg19:X:91221548-91266393:+	44846
SAMPLE_057971	FRAG_057971	hg38:16:76262936-76295438:+	32503
SAMPLE_057972	FRAG_057972	hg19:1:169666963-169761241:-	94279
SAMPLE_057973	FRAG_057973	hg38:6:42937700-43005095:+	67396
SAMPLE_057974	FRAG_057974	hg19:13:176432298-176514945:+	82648
SAMPLE_057975	FRAG_057975	hg38:18:127473215-127501529:-	28315
SAMPLE_057976	FRAG_057976	hg19:22:97862166-97886307:-	24142
SAMPLE_057977	FRAG_057977	hg38:5:31319896-31331408:+	11513
SAMPLE_057978	FRAG_057978	hg19:21:104475301-104562269:+	86969
SAMPLE_057979	FRAG_057979	hg38:6:50481890-50488095:-	6206
SAMPLE_057980	FRAG_057980	hg19:12:6334163-6390229:+	56067
SAMPLE_057981	FRAG_057981	hg38:16:94010649-94075608:-	64960
SAMPLE_057982	FRAG_057982	hg19:14:53374808-53447208:-	72401
SAMPLE_057983	FRAG_057983	hg38:13:17577237-17670217:+	92981
SAMPLE_057984	FRAG_057984	hg19:2:153044913-153117055:+	72143
SAMPLE_057985	FRAG_057985	hg38:10:176940751-177026840:-	86090
SAMPLE_057986	FRAG_057986	hg19:11:18718341-18792410:-	74070
SAMPLE_057987	FRAG_057987	hg38:13:189641455-189692865:-	51411
SAMPLE_057988	FRAG_057988	hg19:20:131048161-131091157:-	42997
SAMPLE_057989	FRAG_057989	hg38:Y:63042351-63138156:-	95806
SAMPLE_057990	FRAG_057990	hg19:22:9199805-9219094:-	19290
SAMPLE_057991	FRAG_057991	hg38:7:138928781-138969319:-	40539
SAMPLE_057992	FRAG_057992	hg19:21:54294175-54392760:-	98586
SAMPLE_057993	FRAG_057993	hg38:7:181944953-181970091:+	25139
SAMPLE_057994	FRAG_057994	hg19:14:193101070-193119252:-	18183
SAMPLE_057995	FRAG_057995	hg38:14:8630860-8637527:-	6668
SAMPLE_057996	FRAG_057996	hg19:6:1902980-1955805:+	52826
SAMPLE_057997	FRAG_057997	hg38:Y:162639343-162706344:+	67002
SAMPLE_057998	FRAG_057998	hg19:1:120305753-120316826:+	11074
SAMPLE_057999	FRAG_057999	hg38:15:110492681-110571706:-	79026
